filename,old_label,new_label
6710.jpg,Type_2,Type_3
673.jpg,Type_1,Type_2
6730.jpg,Type_2,Type_3
6731.jpg,Type_2,Type_3
6732.jpg,Type_3,Type_2
6733.jpg,Type_3,Type_2
6734.jpg,Type_3,Type_2
6735.jpg,Type_3,Type_2
675.jpg,Type_2,Type_1
6753.jpg,Type_3,Type_2
6754.jpg,Type_3,Type_2
6755.jpg,Type_3,Type_2
6756.jpg,Type_2,Type_1
6757.jpg,Type_2,Type_1
676.jpg,Type_1,Type_2
6767.jpg,Type_1,Type_2
6768.jpg,Type_1,Type_2
6769.jpg,Type_1,Type_2
6773.jpg,Type_3,Type_2
6774.jpg,Type_3,Type_2
6775.jpg,Type_3,Type_2
6776.jpg,Type_2,Type_3
6777.jpg,Type_2,Type_3
6778.jpg,Type_2,Type_3
6782.jpg,Type_2,Type_1
6783.jpg,Type_2,Type_1
6784.jpg,Type_2,Type_1
6785.jpg,Type_2,Type_1
6786.jpg,Type_2,Type_1
6787.jpg,Type_2,Type_1
6797.jpg,Type_3,Type_2
6798.jpg,Type_2,Type_3
6799.jpg,Type_2,Type_3
6800.jpg,Type_2,Type_3
6801.jpg,Type_2,Type_3
6805.jpg,Type_2,Type_3
6815.jpg,Type_3,Type_2
6816.jpg,Type_3,Type_2
6817.jpg,Type_3,Type_2
6819.jpg,Type_3,Type_2
6826.jpg,Type_1,Type_2
6827.jpg,Type_1,Type_2
6828.jpg,Type_1,Type_2
6836.jpg,Type_2,Type_3
6837.jpg,Type_2,Type_3
6853.jpg,Type_3,Type_2
6857.jpg,Type_3,Type_1
6858.jpg,Type_3,Type_1
6859.jpg,Type_3,Type_1
6860.jpg,Type_3,Type_1
6861.jpg,Type_2,Type_1
6862.jpg,Type_2,Type_1
6863.jpg,Type_2,Type_1
6864.jpg,Type_2,Type_1
6865.jpg,Type_2,Type_1
6866.jpg,Type_2,Type_1
6867.jpg,Type_2,Type_1
6868.jpg,Type_3,Type_2
6869.jpg,Type_3,Type_2
6870.jpg,Type_3,Type_2
688.jpg,Type_1,Type_2
6898.jpg,Type_3,Type_1
690.jpg,Type_1,Type_2
6902.jpg,Type_3,Type_2
6907.jpg,Type_2,Type_3
6908.jpg,Type_2,Type_3
6909.jpg,Type_2,Type_3
691.jpg,Type_2,Type_3
6910.jpg,Type_2,Type_3
6911.jpg,Type_2,Type_3
6915.jpg,Type_2,Type_1
6916.jpg,Type_2,Type_1
6917.jpg,Type_2,Type_1
6918.jpg,Type_2,Type_1
6919.jpg,Type_2,Type_1
692.jpg,Type_2,Type_3
6920.jpg,Type_2,Type_3
6921.jpg,Type_2,Type_3
6922.jpg,Type_2,Type_3
6923.jpg,Type_2,Type_3
693.jpg,Type_2,Type_3
698.jpg,Type_1,Type_2
706.jpg,Type_3,Type_1
710.jpg,Type_2,Type_3
712.jpg,Type_2,Type_3
717.jpg,Type_1,Type_2
718.jpg,Type_2,Type_1
720.jpg,Type_2,Type_1
725.jpg,Type_3,Type_1
727.jpg,Type_1,Type_2
731.jpg,Type_2,Type_1
733.jpg,Type_2,Type_3
735.jpg,Type_1,Type_2
736.jpg,Type_1,Type_2
74.jpg,Type_2,Type_1
740.jpg,Type_2,Type_3
743.jpg,Type_1,Type_2
748.jpg,Type_2,Type_3
755.jpg,Type_2,Type_1
759.jpg,Type_1,Type_3
770.jpg,Type_2,Type_3
777.jpg,Type_1,Type_2
780.jpg,Type_1,Type_2
781.jpg,Type_3,Type_2
782.jpg,Type_1,Type_2
784.jpg,Type_3,Type_2
785.jpg,Type_1,Type_3
787.jpg,Type_2,Type_1
788.jpg,Type_2,Type_1
79.jpg,Type_3,Type_2
793.jpg,Type_2,Type_3
8.jpg,Type_2,Type_3
802.jpg,Type_3,Type_2
803.jpg,Type_3,Type_2
807.jpg,Type_1,Type_2
809.jpg,Type_1,Type_2
813.jpg,Type_2,Type_1
814.jpg,Type_2,Type_3
818.jpg,Type_2,Type_3
825.jpg,Type_1,Type_3
836.jpg,Type_2,Type_1
838.jpg,Type_2,Type_3
841.jpg,Type_1,Type_2
845.jpg,Type_3,Type_1
847.jpg,Type_1,Type_2
848.jpg,Type_3,Type_2
849.jpg,Type_3,Type_2
853.jpg,Type_2,Type_1
854.jpg,Type_1,Type_3
862.jpg,Type_1,Type_2
863.jpg,Type_2,Type_1
867.jpg,Type_2,Type_1
872.jpg,Type_2,Type_1
873.jpg,Type_3,Type_2
885.jpg,Type_1,Type_3
887.jpg,Type_1,Type_2
89.jpg,Type_1,Type_3
894.jpg,Type_1,Type_2
895.jpg,Type_3,Type_2
896.jpg,Type_1,Type_2
900.jpg,Type_3,Type_2
903.jpg,Type_1,Type_2
905.jpg,Type_2,Type_1
906.jpg,Type_3,Type_2
914.jpg,Type_2,Type_3
917.jpg,Type_3,Type_2
924.jpg,Type_1,Type_3
929.jpg,Type_1,Type_2
931.jpg,Type_3,Type_1
932.jpg,Type_3,Type_2
934.jpg,Type_1,Type_2
936.jpg,Type_1,Type_2
942.jpg,Type_2,Type_1
946.jpg,Type_3,Type_2
947.jpg,Type_1,Type_2
949.jpg,Type_2,Type_1
952.jpg,Type_1,Type_2
953.jpg,Type_1,Type_2
964.jpg,Type_2,Type_1
967.jpg,Type_2,Type_1
971.jpg,Type_3,Type_2
972.jpg,Type_1,Type_2
973.jpg,Type_1,Type_2
975.jpg,Type_2,Type_1
984.jpg,Type_2,Type_3
986.jpg,Type_2,Type_1
988.jpg,Type_2,Type_1
997.jpg,Type_3,Type_2
